ACCRUAL Consolidado (BRL + FX);;;;;;;;;;;;;;;;;;;;;;;;;
Contrato: LOAN-1762377607291-5zWy-N;Período: 2025-01-07 → 2026-07-09;Moeda: USD;FX Contrato: 6.076400;Status: ATIVO;Apuração: 2025-01-07 → 2026-07-09;Base Juros: 30/360 · Capitalização Composta;Normas IFRS/CPC: CPC 02 · CPC 08 · CPC 48 · IAS 21 · IFRS 9;Diretriz: USD Loan → BRL (Accrual IFRS / CPC 02);Layout: Layout Padrão (default-v2);;;;;;;;;;;;;;;;
2025-08-08;1;0,00019049;1712872,053;326,283;67487,0557;1713198,336;10408095,74;1982,63;410078,35;10410078,37;6,0764;9495477,51;1808,78;386728,85;9497286,29;5,5436;PTAX (BCB);-912618,23;-173,85;-912792,08;-8,7683;;;;
2025-08-09;1;0,00019049;1713198,336;326,3451;67813,4008;1713524,681;10410078,37;1983;412061,35;10412061,37;6,0764;10410078,37;1983;388711,85;10412061,37;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-08-10;1;0,00019049;1713524,681;326,4073;68139,8081;1713851,088;10412061,37;1983,38;414044,73;10414044,75;6,0764;10412061,37;1983,38;390695,23;10414044,75;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-08-11;1;0,00019049;1713851,088;326,4695;68466,2776;1714177,558;10414044,75;1983,76;416028,49;10416028,51;6,0764;9335861,03;1778,38;392473,61;9337639,41;5,4473;PTAX (BCB);-1078183,72;-205,38;-1078389,1;-10,3532;;;;
2025-08-12;1;0,00019049;1714177,558;326,5317;68792,8093;1714504,089;10416028,51;1984,14;418012,63;10418012,65;6,0764;9337639,41;1778,72;394252,33;9339418,13;5,4473;PTAX (BCB);-1078389,1;-205,42;-1078594,52;-10,3532;;;;
2025-08-13;1;0,00019049;1714504,089;326,5939;69119,4032;1714830,683;10418012,65;1984,52;419997,15;10419997,16;6,0764;9339418,13;1779,05;396031,38;9341197,18;5,4473;PTAX (BCB);-1078594,52;-205,47;-1078799,98;-10,3532;;;;
2025-08-14;1;0,00019049;1714830,683;326,6561;69446,0593;1715157,339;10419997,16;1984,89;421982,04;10421982,06;6,0764;9341197,18;1779,39;397810,77;9342976,57;5,4473;PTAX (BCB);-1078799,98;-205,5;-1079005,49;-10,3532;;;;
2025-08-15;1;0,00019049;1715157,339;326,7183;69772,7776;1715484,058;10421982,06;1985,27;423967,31;10423967,33;6,0764;9342976,57;1779,73;399590,5;9344756,31;5,4473;PTAX (BCB);-1079005,49;-205,54;-1079211,02;-10,3532;;;;
2025-08-16;1;0,00019049;1715484,058;326,7806;70099,5582;1715810,838;10423967,33;1985,65;425952,96;10425952,98;6,0764;9344756,31;1780,07;401370,57;9346536,38;5,4473;PTAX (BCB);-1079211,02;-205,58;-1079416,6;-10,3532;;;;
2025-08-17;1;0,00019049;1715810,838;326,8428;70426,401;1716137,681;10425952,98;1986,03;427938,99;10427939;6,0764;9346536,38;1780,41;403150,98;9348316,79;5,4473;PTAX (BCB);-1079416,6;-205,62;-1079622,21;-10,3532;;;;
2025-08-18;1;0,00019049;1716137,681;326,9051;70753,3061;1716464,586;10427939;1986,41;429925,4;10429925,41;6,0764;9348316,79;1780,75;404931,73;9350097,54;5,4473;PTAX (BCB);-1079622,21;-205,66;-1079827,87;-10,3532;;;;
2025-08-19;1;0,00019049;1716464,586;326,9673;71080,2734;1716791,553;10429925,41;1986,78;431912,18;10431912,2;6,0764;9391807,63;1789,03;406720,76;9393596,66;5,4716;PTAX (BCB);-1038117,78;-197,75;-1038315,54;-9,9533;;;;
2025-08-20;1;0,00019049;1716791,553;327,0296;71407,303;1717118,583;10431912,2;1987,16;433899,34;10433899,36;6,0764;9393596,66;1789,38;408510,14;9395386,04;5,4716;PTAX (BCB);-1038315,54;-197,78;-1038513,32;-9,9533;;;;
2025-08-21;1;0,00019049;1717118,583;327,0919;71734,3949;1717445,675;10433899,36;1987,54;435886,88;10435886,9;6,0764;9395386,04;1789,72;410299,86;9397175,75;5,4716;PTAX (BCB);-1038513,32;-197,82;-1038711,15;-9,9533;;;;
2025-08-22;1;0,00019049;1717445,675;327,1542;72061,5491;1717772,829;10435886,9;1987,92;437874,8;10437874,82;6,0764;9397175,75;1790,06;412089,92;9398965,81;5,4716;PTAX (BCB);-1038711,15;-197,86;-1038909,01;-9,9533;;;;
2025-08-23;1;0,00019049;1717772,829;327,2165;72388,7656;1718100,046;10437874,82;1988,3;439863,1;10439863,12;6,0764;9398965,81;1790,4;413880,32;9400756,21;5,4716;PTAX (BCB);-1038909,01;-197,9;-1039106,91;-9,9533;;;;
2025-08-24;1;0,00019049;1718100,046;327,2789;72716,0445;1718427,325;10439863,12;1988,68;441851,78;10441851,79;6,0764;9400756,21;1790,74;415671,06;9402546,95;5,4716;PTAX (BCB);-1039106,91;-197,94;-1039304,84;-9,9533;;;;
2025-08-25;1;0,00019049;1718427,325;327,3412;73043,3857;1718754,666;10441851,79;1989,06;443840,84;10443840,85;6,0764;9402546,95;1791,08;417462,14;9404338,03;5,4716;PTAX (BCB);-1039304,84;-197,98;-1039502,82;-9,9533;;;;
2025-08-26;1;0,00019049;1718754,666;327,4036;73370,7893;1719082,069;10443840,85;1989,44;445830,28;10445830,29;6,0764;9404338,03;1791,42;419253,56;9406129,45;5,4716;PTAX (BCB);-1039502,82;-198,02;-1039700,84;-9,9533;;;;
2025-08-27;1;0,00019049;1719082,069;327,4659;73698,2552;1719409,535;10445830,29;1989,81;447820,09;10447820,1;6,0764;9356619,89;1782,33;421035,89;9358402,22;5,4428;PTAX (BCB);-1089210,4;-207,48;-1089417,88;-10,4272;;;;
2025-08-28;1;0,00019049;1719409,535;327,5283;74025,7835;1719737,064;10447820,1;1990,19;449810,28;10449810,29;6,0764;9358402,22;1782,67;422818,56;9360184,89;5,4428;PTAX (BCB);-1089417,88;-207,52;-1089625,4;-10,4272;;;;
2025-08-29;1;0,00019049;1719737,064;327,5907;74353,3742;1720064,654;10449810,29;1990,57;451800,85;10451800,86;6,0764;9360184,89;1783,01;424601,57;9361967,9;5,4428;PTAX (BCB);-1089625,4;-207,56;-1089832,96;-10,4272;;;;
2025-08-30;1;0,00019049;1720064,654;327,6531;74681,0273;1720392,307;10451800,86;1990,95;453791,8;10453791,82;6,0764;9361967,9;1783,35;426384,92;9363751,25;5,4428;PTAX (BCB);-1089832,96;-207,6;-1090040,57;-10,4272;;;;
2025-08-31;1;0,00019049;1720392,307;327,7155;75008,7428;1720720,023;10453791,82;1991,33;455783,13;10455783,15;6,0764;9363751,25;1783,69;428168,61;9365534,94;5,4428;PTAX (BCB);-1090040,57;-207,64;-1090248,21;-10,4272;;;;
2025-09-01;0;0;1720720,023;0;75008,7428;1720720,023;10455783,15;0;455783,13;10455783,15;6,0764;9365534,94;0;428168,61;9365534,94;5,4428;PTAX (BCB);-1090248,21;0;-1090248,21;-10,4272;;;;
2025-09-02;1;0,00019049;1720720,023;327,7779;75336,5207;1721047,801;10455783,15;1991,71;457774,84;10457774,86;6,0764;9365534,94;1784,03;429952,64;9367318,97;5,4428;PTAX (BCB);-1090248,21;-207,68;-1090455,89;-10,4272;;;;
2025-09-03;1;0,00019049;1721047,801;327,8404;75664,3611;1721375,641;10457774,86;1992,09;459766,93;10459766,95;6,0764;9367318,97;1784,37;431737,01;9369103,34;5,4428;PTAX (BCB);-1090455,89;-207,72;-1090663,61;-10,4272;;;;
2025-09-04;1;0,00019049;1721375,641;327,9028;75992,2639;1721703,544;10459766,95;1992,47;461759,4;10461759,41;6,0764;9396473,21;1789,92;433526,93;9398263,14;5,4587;PTAX (BCB);-1063293,74;-202,55;-1063496,27;-10,1656;;;;
2025-09-05;1;0,00019049;1721703,544;327,9653;76320,2292;1722031,509;10461759,41;1992,85;463752,25;10463752,26;6,0764;9398263,14;1790,26;435317,19;9400053,4;5,4587;PTAX (BCB);-1063496,27;-202,59;-1063698,86;-10,1656;;;;
2025-09-06;1;0,00019049;1722031,509;328,0278;76648,257;1722359,537;10463752,26;1993,23;465745,48;10465745,49;6,0764;9400053,4;1790,61;437107,8;9401844;5,4587;PTAX (BCB);-1063698,86;-202,62;-1063901,49;-10,1656;;;;
2025-09-07;1;0,00019049;1722359,537;328,0903;76976,3473;1722687,627;10465745,49;1993,61;467739,09;10467739,1;6,0764;9401844;1790,95;438898,75;9403634,95;5,4587;PTAX (BCB);-1063901,49;-202,66;-1064104,15;-10,1656;;;;
2025-09-08;1;0,00019049;1722687,627;328,1528;77304,5001;1723015,78;10467739,1;1993,99;469733,08;10469733,09;6,0764;9403634,95;1791,29;440690,04;9405426,24;5,4587;PTAX (BCB);-1064104,15;-202,7;-1064306,85;-10,1656;;;;
2025-09-09;1;0,00019049;1723015,78;328,2153;77632,7154;1723343,995;10469733,09;1994,37;471727,45;10471727,45;6,0764;9405426,24;1791,63;442481,67;9407217,87;5,4587;PTAX (BCB);-1064306,85;-202,74;-1064509,58;-10,1656;;;;
2025-09-10;1;0,00019049;1723343,995;328,2778;77960,9932;1723672,273;10471727,45;1994,75;473722,2;10473722,2;6,0764;9407217,87;1791,97;444273,64;9409009,84;5,4587;PTAX (BCB);-1064509,58;-202,78;-1064712,36;-10,1656;;;;
2025-09-11;1;0,00019049;1723672,273;328,3403;78289,3335;1724000,614;10473722,2;1995,13;475717,33;10475717,33;6,0764;9409009,84;1792,31;446065,95;9410802,15;5,4587;PTAX (BCB);-1064712,36;-202,82;-1064915,18;-10,1656;;;;
2025-09-12;1;0,00019049;1724000,614;328,4029;78617,7364;1724329,016;10475717,33;1995,51;477712,84;10477712,84;6,0764;9253918,09;1762,77;447828,72;9255680,86;5,3677;PTAX (BCB);-1221799,24;-232,74;-1222031,98;-11,6632;;;;
2025-09-13;1;0,00019049;1724329,016;328,4654;78946,2018;1724657,482;10477712,84;1995,89;479708,73;10479708,72;6,0764;9255680,86;1763,1;449591,82;9257443,97;5,3677;PTAX (BCB);-1222031,98;-232,79;-1222264,75;-11,6632;;;;
2025-09-14;1;0,00019049;1724657,482;328,528;79274,7298;1724986,01;10479708,72;1996,27;481705;10481704,99;6,0764;9257443,97;1763,44;451355,26;9259207,4;5,3677;PTAX (BCB);-1222264,75;-232,83;-1222497,59;-11,6632;;;;
2025-09-15;1;0,00019049;1724986,01;328,5906;79603,3204;1725314,6;10481704,99;1996,65;483701,65;10483701,64;6,0764;9259207,4;1763,78;453119,04;9260971,18;5,3677;PTAX (BCB);-1222497,59;-232,87;-1222730,46;-11,6632;;;;
2025-09-16;1;0,00019049;1725314,6;328,6532;79931,9736;1725643,254;10483701,64;1997,03;485698,68;10485698,67;6,0764;9260971,18;1764,11;454883,15;9262735,29;5,3677;PTAX (BCB);-1222730,46;-232,92;-1222963,38;-11,6632;;;;
2025-09-17;1;0,00019049;1725643,254;328,7158;80260,6894;1725971,969;10485698,67;1997,41;487696,09;10487696,07;6,0764;9262735,29;1764,45;456647,6;9264499,74;5,3677;PTAX (BCB);-1222963,38;-232,96;-1223196,33;-11,6632;;;;
2025-09-18;1;0,00019049;1725971,969;328,7784;80589,4678;1726300,748;10487696,07;1997,79;489693,88;10489693,86;6,0764;9264499,74;1764,78;458412,38;9266264,52;5,3677;PTAX (BCB);-1223196,33;-233,01;-1223429,34;-11,6632;;;;
2025-09-19;1;0,00019049;1726300,748;328,841;80918,3088;1726629,589;10489693,86;1998,17;491692,05;10491692,03;6,0764;9266264,52;1765,12;460177,5;9268029,64;5,3677;PTAX (BCB);-1223429,34;-233,05;-1223662,39;-11,6632;;;;
2025-09-20;1;0,00019049;1726629,589;328,9037;81247,2125;1726958,493;10491692,03;1998,55;493690,6;10493690,58;6,0764;10491692,03;1998,55;462176,05;10493690,58;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-09-21;1;0,00019049;1726958,493;328,9663;81576,1788;1727287,459;10493690,58;1998,93;495689,53;10495689,51;6,0764;10493690,58;1998,93;464174,98;10495689,51;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-09-22;1;0,00019049;1727287,459;329,029;81905,2078;1727616,488;10495689,51;1999,31;497688,84;10497688,83;6,0764;9233560,57;1758,89;465933,87;9235319,46;5,3457;PTAX (BCB);-1262128,94;-240,42;-1262369,37;-12,0252;;;;
2025-09-23;1;0,00019049;1727616,488;329,0916;82234,2994;1727945,579;10497688,83;1999,69;499688,53;10499688,52;6,0764;9235319,46;1759,22;467693,09;9237078,68;5,3457;PTAX (BCB);-1262369,37;-240,47;-1262609,84;-12,0252;;;;
2025-09-24;1;0,00019049;1727945,579;329,1543;82563,4537;1728274,734;10499688,52;2000,07;501688,6;10501688,59;6,0764;9237078,68;1759,56;469452,65;9238838,24;5,3457;PTAX (BCB);-1262609,84;-240,51;-1262850,35;-12,0252;;;;
2025-09-25;1;0,00019049;1728274,734;329,217;82892,6707;1728603,951;10501688,59;2000,45;503689,05;10503689,05;6,0764;9238838,24;1759,9;471212,55;9240598,14;5,3457;PTAX (BCB);-1262850,35;-240,55;-1263090,91;-12,0252;;;;
2025-09-26;1;0,00019049;1728603,951;329,2797;83221,9504;1728933,23;10503689,05;2000,84;505689,89;10505689,88;6,0764;9240598,14;1760,23;472972,78;9242358,37;5,3457;PTAX (BCB);-1263090,91;-240,61;-1263331,51;-12,0252;;;;
2025-09-27;1;0,00019049;1728933,23;329,3425;83551,2929;1729262,573;10505689,88;2001,22;507691,11;10507691,1;6,0764;9242358,37;1760,57;474733,35;9244118,94;5,3457;PTAX (BCB);-1263331,51;-240,65;-1263572,16;-12,0252;;;;
2025-09-28;1;0,00019049;1729262,573;329,4052;83880,6981;1729591,978;10507691,1;2001,6;509692,71;10509692,7;6,0764;9244118,94;1760,9;476494,25;9245879,84;5,3457;PTAX (BCB);-1263572,16;-240,7;-1263812,86;-12,0252;;;;
2025-09-29;1;0,00019049;1729591,978;329,468;84210,1661;1729921,446;10509692,7;2001,98;511694,69;10511694,68;6,0764;9245879,84;1761,24;478255,49;9247641,07;5,3457;PTAX (BCB);-1263812,86;-240,74;-1264053,61;-12,0252;;;;
2025-09-30;1;0,00019049;1729921,446;329,5307;84539,6968;1730250,977;10511694,68;2002,36;513697,05;10513697,04;6,0764;9200760,2;1752,64;480008,13;9202512,85;5,3186;PTAX (BCB);-1310934,48;-249,72;-1311184,19;-12,4712;;;;
2025-10-01;1;0,00019049;1730250,977;329,5935;84869,2903;1730580,57;10513697,04;2002,74;515699,79;10515699,78;6,0764;9202512,85;1752,98;481761,11;9204265,82;5,3186;PTAX (BCB);-1311184,19;-249,76;-1311433,96;-12,4712;;;;
2025-10-02;1;0,00019049;1730580,57;329,6563;85198,9466;1730910,227;10515699,78;2003,12;517702,91;10517702,9;6,0764;9204265,82;1753,31;483514,42;9206019,13;5,3186;PTAX (BCB);-1311433,96;-249,81;-1311683,77;-12,4712;;;;
2025-10-03;1;0,00019049;1730910,227;329,7191;85528,6657;1731239,946;10517702,9;2003,51;519706,42;10519706,41;6,0764;9206019,13;1753,64;485268,06;9207772,78;5,3186;PTAX (BCB);-1311683,77;-249,87;-1311933,63;-12,4712;;;;
2025-10-04;1;0,00019049;1731239,946;329,7819;85858,4476;1731569,728;10519706,41;2003,89;521710,31;10521710,29;6,0764;9207772,78;1753,98;487022,04;9209526,75;5,3186;PTAX (BCB);-1311933,63;-249,91;-1312183,54;-12,4712;;;;
2025-10-05;1;0,00019049;1731569,728;329,8447;86188,2923;1731899,572;10521710,29;2004,27;523714,58;10523714,56;6,0764;9209526,75;1754,31;488776,35;9211281,07;5,3186;PTAX (BCB);-1312183,54;-249,96;-1312433,49;-12,4712;;;;
2025-10-06;1;0,00019049;1731899,572;329,9075;86518,1998;1732229,48;10523714,56;2004,65;525719,23;10525719,21;6,0764;9218208,66;1755,97;490532,32;9219964,63;5,3226;PTAX (BCB);-1305505,9;-248,68;-1305754,58;-12,4054;;;;
2025-10-07;1;0,00019049;1732229,48;329,9704;86848,1702;1732559,45;10525719,21;2005,03;527724,26;10527724,24;6,0764;9243696,17;1760,82;492293,14;9245456,99;5,3363;PTAX (BCB);-1282023,04;-244,21;-1282267,25;-12,1799;;;;
2025-10-08;1;0,00019049;1732559,45;330,0332;87178,2034;1732889,483;10527724,24;2005,41;529729,67;10529729,66;6,0764;9256545,37;1763,27;494056,41;9258308,64;5,3427;PTAX (BCB);-1271178,87;-242,14;-1271421,02;-12,0746;;;;
2025-10-09;1;0,00019049;1732889,483;330,0961;87508,2995;1733219,58;10529729,66;2005,8;531735,47;10531735,45;6,0764;9277543,72;1767,27;495823,68;9279310,98;5,3538;PTAX (BCB);-1252185,94;-238,53;-1252424,47;-11,8919;;;;
2025-10-10;1;0,00019049;1733219,58;330,159;87838,4585;1733549,739;10531735,45;2006,18;533741,65;10533741,63;6,0764;9436687,32;1797,58;497621,26;9438484,91;5,4446;PTAX (BCB);-1095048,13;-208,6;-1095256,72;-10,3976;;;;
2025-10-11;1;0,00019049;1733549,739;330,2219;88168,6804;1733879,96;10533741,63;2006,56;535748,21;10535748,19;6,0764;9438484,91;1797,93;499419,19;9440282,83;5,4446;PTAX (BCB);-1095256,72;-208,63;-1095465,36;-10,3976;;;;
2025-10-12;1;0,00019049;1733879,96;330,2848;88498,9652;1734210,245;10535748,19;2006,94;537755,15;10537755,13;6,0764;9440282,83;1798,27;501217,46;9442081,1;5,4446;PTAX (BCB);-1095465,36;-208,67;-1095674,03;-10,3976;;;;
2025-10-13;1;0,00019049;1734210,245;330,3477;88829,3129;1734540,593;10537755,13;2007,32;539762,47;10539762,46;6,0764;9473817,15;1804,66;503022,12;9475621,8;5,4629;PTAX (BCB);-1063937,98;-202,66;-1064140,66;-10,0964;;;;
2025-10-14;1;0,00019049;1734540,593;330,4106;89159,7235;1734871,004;10539762,46;2007,71;541770,18;10541770,17;6,0764;9536851,09;1816,66;504838,78;9538667,75;5,4982;PTAX (BCB);-1002911,37;-191,05;-1003102,42;-9,5155;;;;
2025-10-15;1;0,00019049;1734871,004;330,4735;89490,197;1735201,477;10541770,17;2008,09;543778,27;10543778,25;6,0764;9448801,43;1799,89;506638,67;9450601,32;5,4464;PTAX (BCB);-1092968,74;-208,2;-1093176,93;-10,368;;;;
2025-10-16;1;0,00019049;1735201,477;330,5365;89820,7335;1735532,014;10543778,25;2008,47;545786,74;10545786,73;6,0764;9431514,11;1796,6;508435,27;9433310,71;5,4354;PTAX (BCB);-1112264,14;-211,87;-1112476,02;-10,549;;;;
2025-10-17;1;0,00019049;1735532,014;330,5995;90151,333;1735862,613;10545786,73;2008,85;547795,59;10547795,58;6,0764;9439558,62;1798,13;510233,4;9441356,75;5,439;PTAX (BCB);-1106228,11;-210,72;-1106438,83;-10,4898;;;;
2025-10-18;1;0,00019049;1735862,613;330,6624;90481,9954;1736193,275;10547795,58;2009,24;549804,83;10549804,82;6,0764;9441356,75;1798,47;512031,87;9443155,22;5,439;PTAX (BCB);-1106438,83;-210,77;-1106649,6;-10,4898;;;;
2025-10-19;1;0,00019049;1736193,275;330,7254;90812,7208;1736524,001;10549804,82;2009,62;551814,45;10551814,44;6,0764;9443155,22;1798,82;513830,69;9444954,04;5,439;PTAX (BCB);-1106649,6;-210,8;-1106860,4;-10,4898;;;;
2025-10-20;1;0,00019049;1736524,001;330,7884;91143,5092;1736854,789;10551814,44;2010;553824,45;10553824,44;6,0764;9337463,2;1778,68;515609,37;9339241,89;5,3771;PTAX (BCB);-1214351,24;-231,32;-1214582,55;-11,5085;;;;
2025-10-21;1;0,00019049;1736854,789;330,8514;91474,3606;1737185,641;10553824,44;2010,39;555834,84;10555834,83;6,0764;9352615,67;1781,57;517390,94;9354397,24;5,3848;PTAX (BCB);-1201208,77;-228,82;-1201437,59;-11,3817;;;;
2025-10-22;1;0,00019049;1737185,641;330,9145;91805,2751;1737516,555;10555834,83;2010,77;557845,61;10557845,6;6,0764;9363083,17;1783,56;519174,5;9364866,73;5,3898;PTAX (BCB);-1192751,66;-227,21;-1192978,87;-11,2995;;;;
2025-10-23;1;0,00019049;1737516,555;330,9775;92136,2526;1737847,533;10557845,6;2011,15;559856,76;10559856,75;6,0764;9354789,13;1781,98;520956,48;9356571,12;5,384;PTAX (BCB);-1203056,47;-229,17;-1203285,63;-11,3949;;;;
2025-10-24;1;0,00019049;1737847,533;331,0405;92467,2931;1738178,573;10559856,75;2011,53;561868,29;10561868,28;6,0764;9349098,37;1780,9;522737,38;9350879,27;5,3797;PTAX (BCB);-1210758,38;-230,63;-1210989,01;-11,4657;;;;
2025-10-25;1;0,00019049;1738178,573;331,1036;92798,3967;1738509,677;10561868,28;2011,92;563880,21;10563880,2;6,0764;9350879,27;1781,24;524518,62;9352660,51;5,3797;PTAX (BCB);-1210989,01;-230,68;-1211219,69;-11,4657;;;;
2025-10-26;1;0,00019049;1738509,677;331,1667;93129,5634;1738840,843;10563880,2;2012,3;565892,51;10565892,5;6,0764;9352660,51;1781,58;526300,2;9354442,09;5,3797;PTAX (BCB);-1211219,69;-230,72;-1211450,41;-11,4657;;;;
2025-10-27;1;0,00019049;1738840,843;331,2298;93460,7932;1739172,073;10565892,5;2012,68;567905,19;10567905,19;6,0764;9345226,23;1780,16;528080,36;9347006,39;5,3744;PTAX (BCB);-1220666,27;-232,52;-1220898,8;-11,5529;;;;
2025-10-28;1;0,00019049;1739172,073;331,2929;93792,0861;1739503,366;10567905,19;2013,07;569918,26;10569918,25;6,0764;9337614,86;1778,71;529859,07;9339393,57;5,369;PTAX (BCB);-1230290,33;-234,36;-1230524,68;-11,6418;;;;
2025-10-29;1;0,00019049;1739503,366;331,356;94123,4421;1739834,722;10569918,25;2013,45;571931,71;10571931,71;6,0764;9291731,18;1769,97;531629,04;9293501,15;5,3416;PTAX (BCB);-1278187,07;-243,48;-1278430,56;-12,0927;;;;
2025-10-30;1;0,00019049;1739834,722;331,4191;94454,8612;1740166,141;10571931,71;2013,84;573945,55;10573945,54;6,0764;9369009,98;1784,69;533413,73;9370794,67;5,385;PTAX (BCB);-1202921,73;-229,15;-1203150,87;-11,3784;;;;
2025-10-31;1;0,00019049;1740166,141;331,4822;94786,3434;1740497,623;10573945,54;2014,22;575959,77;10575959,76;6,0764;9369576,55;1784,8;535198,53;9371361,35;5,3843;PTAX (BCB);-1204368,99;-229,42;-1204598,41;-11,39;;;;
2025-11-01;0;0;1740497,623;0;94786,3434;1740497,623;10575959,76;0;575959,77;10575959,76;6,0764;9371361,35;0;535198,53;9371361,35;5,3843;PTAX (BCB);-1204598,41;0;-1204598,41;-11,39;;;;
2025-11-02;1;0,00019049;1740497,623;331,5454;95117,8888;1740829,169;10575959,76;2014,6;577974,37;10577974,36;6,0764;9371361,35;1785,14;536983,67;9373146,49;5,3843;PTAX (BCB);-1204598,41;-229,46;-1204827,87;-11,39;;;;
2025-11-03;1;0,00019049;1740829,169;331,6085;95449,4973;1741160,777;10577974,36;2014,99;579989,36;10579989,35;6,0764;9314306,47;1774,27;538757,94;9316080,74;5,3505;PTAX (BCB);-1263667,89;-240,72;-1263908,61;-11,9462;;;;
2025-11-04;1;0,00019049;1741160,777;331,6717;95781,169;1741492,449;10579989,35;2015,37;582004,73;10582004,72;6,0764;9375454,32;1785,92;540543,86;9377240,24;5,3846;PTAX (BCB);-1204535,03;-229,45;-1204764,48;-11,385;;;;
2025-11-05;1;0,00019049;1741492,449;331,7349;96112,9039;1741824,184;10582004,72;2015,75;584020,48;10584020,47;6,0764;9368881,08;1784,67;542328,53;9370665,74;5,3798;PTAX (BCB);-1213123,64;-231,08;-1213354,73;-11,464;;;;
2025-11-06;1;0,00019049;1741824,184;331,7981;96444,702;1742155,982;10584020,47;2016,14;586036,62;10586036,61;6,0764;9370665,74;1785,01;544113,54;9372450,75;5,3798;PTAX (BCB);-1213354,73;-231,13;-1213585,86;-11,464;;;;
2025-11-07;1;0,00019049;1742155,982;331,8613;96776,5633;1742487,843;10586036,61;2016,52;588053,14;10588053,13;6,0764;9372450,75;1785,35;545898,89;9374236,1;5,3798;PTAX (BCB);-1213585,86;-231,17;-1213817,03;-11,464;;;;
2025-11-08;1;0,00019049;1742487,843;331,9245;97108,4878;1742819,768;10588053,13;2016,91;590070,05;10590070,04;6,0764;9374236,1;1785,69;547684,58;9376021,79;5,3798;PTAX (BCB);-1213817,03;-231,22;-1214048,25;-11,464;;;;
2025-11-09;1;0,00019049;1742819,768;331,9877;97440,4755;1743151,756;10590070,04;2017,29;592087,34;10592087,33;6,0764;9376021,79;1786,03;549470,61;9377807,81;5,3798;PTAX (BCB);-1214048,25;-231,26;-1214279,52;-11,464;;;;
2025-11-10;1;0,00019049;1743151,756;332,0509;97772,5264;1743483,806;10592087,33;2017,67;594105,01;10594105;6,0764;9377807,81;1786,37;551256,98;9379594,18;5,3798;PTAX (BCB);-1214279,52;-231,3;-1214510,82;-11,464;;;;
2025-11-11;1;0,00019049;1743483,806;332,1142;98104,6406;1743815,921;10594105;2018,06;596123,07;10596123,06;6,0764;9379594,18;1786,71;553043,69;9381380,89;5,3798;PTAX (BCB);-1214510,82;-231,35;-1214742,17;-11,464;;;;
2025-11-12;1;0,00019049;1743815,921;332,1775;98436,8181;1744148,098;10596123,06;2018,44;598141,51;10598141,5;6,0764;9381380,89;1787,05;554830,74;9383167,94;5,3798;PTAX (BCB);-1214742,17;-231,39;-1214973,56;-11,464;;;;
2025-11-13;1;0,00019049;1744148,098;332,2407;98769,0588;1744480,339;10598141,5;2018,83;600160,34;10600160,33;6,0764;10598141,5;2018,83;556849,57;10600160,33;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-14;1;0,00019049;1744480,339;332,304;99101,3628;1744812,643;10600160,33;2019,21;602179,55;10602179,54;6,0764;10600160,33;2019,21;558868,78;10602179,54;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-15;1;0,00019049;1744812,643;332,3673;99433,7301;1745145,01;10602179,54;2019,6;604199,15;10604199,14;6,0764;10602179,54;2019,6;560888,38;10604199,14;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-16;1;0,00019049;1745145,01;332,4306;99766,1607;1745477,441;10604199,14;2019,98;606219,13;10606219,12;6,0764;10604199,14;2019,98;562908,36;10606219,12;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-17;1;0,00019049;1745477,441;332,494;100098,6547;1745809,935;10606219,12;2020,37;608239,5;10608239,49;6,0764;10606219,12;2020,37;564928,73;10608239,49;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-18;1;0,00019049;1745809,935;332,5573;100431,212;1746142,492;10608239,49;2020,75;610260,25;10610260,24;6,0764;10608239,49;2020,75;566949,48;10610260,24;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-19;1;0,00019049;1746142,492;332,6206;100763,8326;1746475,113;10610260,24;2021,14;612281,39;10612281,37;6,0764;10610260,24;2021,14;568970,62;10612281,37;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-20;1;0,00019049;1746475,113;332,684;101096,5166;1746807,797;10612281,37;2021,52;614302,91;10614302,9;6,0764;10612281,37;2021,52;570992,14;10614302,9;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-21;1;0,00019049;1746807,797;332,7474;101429,264;1747140,544;10614302,9;2021,91;616324,82;10616324,8;6,0764;10614302,9;2021,91;573014,05;10616324,8;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-22;1;0,00019049;1747140,544;332,8108;101762,0748;1747473,355;10616324,8;2022,29;618347,11;10618347,09;6,0764;10616324,8;2022,29;575036,34;10618347,09;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
